"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"160438","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 业务限定触发联动更新 验证编辑业务限定-过滤条件 保存 触发联动更新功能","1、创建业务限定：xd_01，V1.0版本
2、使用该业务限定创建：
即席查询派生指标：jx_ps_01（已发布状态），
即席查询派生指标：jx_ps_02（未发布状态），
自动生成-派生指标：lb_ps_01（已发布状态），
3、jx_ps_01 创建：
即席查询复合指标：jx_fuhe_01（已下线状态）；
4、lb_ps_01创建：
即席查询复合指标：jx_fuhe_02（已发布状态）","1. 编辑业务限定，修改过滤条件（添加/删除/修改且或），保存
2. 点击弹窗「确定」按钮
3. 点击发布并更新下游指标按钮
4. 点击更新进度弹窗中的确定按钮
5. 进入指标定义列表页面，查看jx_ps_01/jx_ps_02/lb_ps_01/jx_fuhe_01联动更新状态
6. 进入jx_ps_01详情页面，查看基本属性-技术信息SQL内容&版本变更内容
7. 进入jx_ps_02详情页面，查看基本属性-技术信息SQL内容&版本变更内容
8. 进入lb_ps_01详情页面，查看基本属性-技术信息SQL内容&版本变更内容
9. 进入jx_fuhe_01详情页面，查看基本属性-技术信息SQL内容&版本变更内容","1. 弹窗展示「业务限定修改提交」
2. 联动更新弹窗提示，下游包含如下受影响的指标：jx_ps_01，jx_ps_02，lb_ps_01，jx_fuhe_01
3. 显示各指标更新进度，顺序：优先当前指标，其次按顺序显示下游指标，展示下游更新进度：
业务限定xd_01：已更新
jx_ps_01：等待更新/发布中/已发布，最终展示：已发布
jx_ps_02：等待更新/更新中/已更新，最终展示：已更新
lb_ps_01：等待更新/发布中/已发布，最终展示：已发布
jx_fuhe_01：等待更新/更新中/已更新，最终展示：已更新
4. 跳转到业务限定列表页面
5. 展示：更新成功
6. SQL信息更新（引用业务限定V1.1版本），版本变更页面：新增1条发布记录，发布说明：引用的业务限定$业务限定名称$的技术信息更新，系统自动发布
7. SQL信息更新（引用业务限定V1.1版本），版本变更页面：发布记录不变，最新版本号与当前版本对比中，当前版本业务限定展示V1.1版本，最新发布版本展示V1.0版本，当前版本中-SQL信息更新
8. SQL信息更新（引用业务限定V1.1版本），版本变更页面：新增1条发布记录，发布说明：引用的业务限定$业务限定名称$的技术信息更新，系统自动发布。
9. SQL信息更新（子查询-派生指标SQL引用业务限定V1.1版本），版本变更页面：发布记录不变，最新版本号与当前版本对比中，当前版本-SQL信息更新","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9.","","1","功能测试","功能测试阶段","正常","0","2","9","通过","蜜汁","2025-09-09","蜜汁","2025-09-09","1","",""
"160437","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 原子指标触发联动更新 验证编辑原子指标-切换模型 修改维度列 保存并发布 不触发联动更新功能","1、创建即席查询模型：model_01，主表：$catalog.$schema.$order_table，维度列：订单/用户ID，订单/消费城市，订单/消费日期，度量列：amount
2、创建即席查询模型：model_02，主表：$catalog.$schema.$user_table，维度列：用户/用户ID，用户/消费城市，用户/消费日期，度量列：amount
3、用model_01创建原子指标：yz_01，计算逻辑：avg(amount)，聚合函数：空，选中四舍五入，精度2，为空默认值：111
4、用yz_01 创建即席查询派生指标：jx_ps_01（已发布状态），维度列：订单/用户ID，订单/消费城市，时间维度：订单/消费日期
5、用yz_01 创建即席查询派生指标：jx_ps_02（已下线状态），维度列：订单/用户ID，订单/消费城市，时间维度：订单/消费日期
6、用jx_ps_01创建下游即席查询复合指标（已发布）：jx_fuhe_01，维度列：订单/用户ID，订单/消费城市
7、开启指标审批流程，账号A发布指标要走审批流程","1. 账号A登录指标平台，编辑yz_01指标，切换模型，选择：model_02，其他信息不变化，点击保存并发布
2. 点击：发布并更新下游指标 按钮
3. yz_01指标发布审批通过后，指标定义列表页面查看yz_01详情-变更记录
4. 指标应用-自助取数页面，对jx_ps_01、jx_ps_02、jx_fuhe_01进行取数","1. 不展示联动更新弹窗
2. 关闭弹窗，跳转到指标定义列表页面，yz_01 操作状态展示：发布审批中
3. 最新发布版本记录中的「系统说明」字段中展示：空
4. 取数结果正确","展示了联动更新弹窗1. 展示了联动更新弹窗
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","1","1","4","失败","蜜汁","2025-09-09","蜜汁","2025-09-09","1","",""
"160436","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 原子指标触发联动更新 验证编辑原子指标-计算逻辑 保存并发布触发联动更新功能","1、创建即席查询模型：model_01，主表：$catalog.$schema.$order_table，维度列：订单/用户ID，订单/消费城市，订单/消费日期，度量列：amount
2、用model_01创建原子指标：yz_01，计算逻辑：avg(amount)，选中四舍五入，精度2，为空默认值：111
3、用yz_01 创建即席查询派生指标：jx_ps_01（已发布状态），维度列：订单/用户ID，订单/消费城市，时间维度：订单/消费日期
4、用yz_01 创建即席查询派生指标：jx_ps_02（已下线状态），维度列：订单/用户ID，订单/消费城市，时间维度：订单/消费日期
5、用jx_ps_01创建下游即席查询复合指标（已发布）：jx_fuhe_01，维度列：订单/用户ID，订单/消费城市
7、开启指标审批流程，账号A发布指标要走审批流程","1. 账号A登录指标平台，编辑yz_01指标，编辑计算逻辑：avg(amount)/111，其他信息不变化，点击保存并发布
2. 点击：发布并更新下游指标 按钮
3. yz_01指标发布审批通过后，指标定义列表页面查看yz_01详情-变更记录
4. 指标定义列表页面，查看yz_01指标最新发布版本的「系统说明」
5. 查看更新进度
6. 指标定义列表页面，查看jx_ps_01、jx_ps_02、jx_fuhe_01详情","1. 联动更新弹窗提示：本次更新，下游指标的引用将受影响，发布当前内容会同步更新受影响的下游指标，
下游包含如下受影响的指标：jx_ps_01，jx_ps_02，jx_fuhe_01
2. 关闭弹窗，跳转到指标定义列表页面，yz_01 操作状态展示：发布审批中
3. 最新发布版本记录中的「系统说明」字段中展示更新进度：下游受影响指标更新中（文案支持点击，点击打开更新进展弹窗）
更新进度：jx_ps_01：等待更新/发布中/已发布；jx_ps_02：等待更新/更新中/已更新；jx_fuhe_01：等待更新/发布中/已发布
4. 文案：下游受影响指标更新中（文案支持点击，点击打开更新进展弹窗）
5. $jx_ps_01$：已发布、$jx_ps_02$：已更新、$jx_fuhe_01$：已发布。
yz_01指标的最新发布版本记录中的「系统说明」字段中变更文案：下游受影响指标已更新完成。涉及如下指标：$jx_ps_01$、$jx_ps_02$、$jx_fuhe_01$。
6. 基本属性-技术信息-SQL 语句中计算逻辑展示正确，版本变更记录：jx_ps_01发布新版本，发布说明：引用的上游指标$yz_01$的技术信息更新，系统自动发布；jx_fuhe_01发布新版本，发布说明：引用的上游指标$yz_01$的技术信息更新，系统自动发布；jx_ps_02不发布新版本，当前版本对比中，当前版本SQL信息展示更新后的计算逻辑","1. 
2. 
3. 
4. 
5. 系统说明文案错误
6.","","1","功能测试","功能测试阶段","正常","1","2","6","失败","蜜汁","2025-09-09","蜜汁","2025-09-09","1","",""
"160435","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 原子指标触发联动更新 验证编辑原子指标-精度 保存并发布触发联动更新功能","1、创建即席查询模型：model_01，主表：$catalog.$schema.$order_table，维度列：订单/用户ID，订单/消费城市，订单/消费日期，度量列：amount
2、用model_01创建原子指标：yz_01，计算逻辑：avg(amount)，选中四舍五入，精度2，为空默认值：111
3、用yz_01 创建即席查询派生指标：jx_ps_01（已发布状态），维度列：订单/用户ID，订单/消费城市，时间维度：订单/消费日期
4、用yz_01 创建即席查询派生指标：jx_ps_02（已下线状态），维度列：订单/用户ID，订单/消费城市，时间维度：订单/消费日期
5、用jx_ps_01创建下游即席查询复合指标（已发布）：jx_fuhe_01，维度列：订单/用户ID，订单/消费城市
7、开启指标审批流程，账号A发布指标要走审批流程","1. 账号A登录指标平台，编辑yz_01指标，编辑修改精度：5，其他信息不变化，点击保存并发布
2. 点击：发布并更新下游指标 按钮
3. yz_01指标发布审批通过后，指标定义列表页面查看yz_01详情-变更记录
4. 指标定义列表页面，查看yz_01指标最新发布版本的「系统说明」
5. 查看更新进度
6. 指标定义列表页面，查看jx_ps_01、jx_ps_02、jx_fuhe_01详情","1. 联动更新弹窗提示：本次更新，下游指标的引用将受影响，发布当前内容会同步更新受影响的下游指标，
下游包含如下受影响的指标：jx_ps_01，jx_ps_02，jx_fuhe_01
2. 关闭弹窗，跳转到指标定义列表页面，yz_01 操作状态展示：发布审批中
3. 最新发布版本记录中的「系统说明」字段中展示更新进度：下游受影响指标更新中（文案支持点击，点击打开更新进展弹窗）
更新进度：jx_ps_01：等待更新/发布中/已发布；jx_ps_02：等待更新/更新中/已更新；jx_fuhe_01：等待更新/发布中/已发布
4. 文案：下游受影响指标更新中（文案支持点击，点击打开更新进展弹窗）
5. $jx_ps_01$：已发布、$jx_ps_02$：已更新、$jx_fuhe_01$：已发布。
yz_01指标的最新发布版本记录中的「系统说明」字段中变更文案：下游受影响指标已更新完成。涉及如下指标：$jx_ps_01$、$jx_ps_02$、$jx_fuhe_01$。
6. 基本属性-技术信息-SQL 语句中精度展示正确，版本变更记录：jx_ps_01发布新版本，发布说明：引用的上游指标$yz_01$的技术信息更新，系统自动发布；jx_fuhe_01发布新版本，发布说明：引用的上游指标$yz_01$的技术信息更新，系统自动发布；jx_ps_02不发布新版本，当前版本对比中，当前版本SQL信息展示更新后的精度","1. 
2. 
3. 
4. 
5. 
6.","","2","功能测试","功能测试阶段","正常","0","2","6","通过","蜜汁","2025-09-09","蜜汁","2025-09-09","1","",""
"160434","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 原子指标触发联动更新 验证编辑原子指标-四舍五入保存并发布触发联动更新功能","1、创建即席查询模型：model_01，主表：$catalog.$schema.$order_table，维度列：订单/用户ID，订单/消费城市，订单/消费日期，度量列：amount
2、用model_01创建原子指标：yz_01，计算逻辑：avg(amount)，选中：四舍五入，精度2，为空默认值：111
3、用yz_01 创建即席查询派生指标：jx_ps_01（已发布状态），维度列：订单/用户ID，订单/消费城市，时间维度：订单/消费日期
4、用yz_01 创建即席查询派生指标：jx_ps_02（已下线状态），维度列：订单/用户ID，订单/消费城市，时间维度：订单/消费日期
5、用jx_ps_01创建下游即席查询复合指标（已发布）：jx_fuhe_01，维度列：订单/用户ID，订单/消费城市
7、开启指标审批流程，账号A发布指标要走审批流程","1. 账号A登录指标平台，编辑yz_01指标，取消选中：四舍五入（向下取整），其他信息不变化，点击保存并发布
2. 点击：发布并更新下游指标 按钮
3. yz_01指标发布审批通过后，指标定义列表页面查看yz_01详情-变更记录
4. 指标定义列表页面，查看yz_01指标最新发布版本的「系统说明」
5. 查看更新进度
6. 指标定义列表页面，查看jx_ps_01、jx_ps_02、jx_fuhe_01详情","1. 联动更新弹窗提示：本次更新，下游指标的引用将受影响，发布当前内容会同步更新受影响的下游指标，
下游包含如下受影响的指标：jx_ps_01，jx_ps_02，jx_fuhe_01
2. 关闭弹窗，跳转到指标定义列表页面，yz_01 操作状态展示：发布审批中
3. 最新发布版本记录中的「系统说明」字段中展示更新进度：下游受影响指标更新中（文案支持点击，点击打开更新进展弹窗）
更新进度：jx_ps_01：等待更新/发布中/已发布；jx_ps_02：等待更新/更新中/已更新；jx_fuhe_01：等待更新/发布中/已发布
4. 文案：下游受影响指标更新中（文案支持点击，点击打开更新进展弹窗）
5. $jx_ps_01$：已发布、$jx_ps_02$：已更新、$jx_fuhe_01$：已发布。
yz_01指标的最新发布版本记录中的「系统说明」字段中变更文案：下游受影响指标已更新完成。涉及如下指标：$jx_ps_01$、$jx_ps_02$、$jx_fuhe_01$。
6. 基本属性-技术信息-SQL 语句展示正确（floor），版本变更记录：jx_ps_01发布新版本，发布说明：引用的上游指标$yz_01$的技术信息更新，系统自动发布；jx_fuhe_01发布新版本，发布说明：引用的上游指标$yz_01$的技术信息更新，系统自动发布；jx_ps_02不发布新版本，当前版本对比中，当前版本SQL信息展示正确（floor）","1. 
2. 
3. 
4. 
5. 
6.","","1","功能测试","功能测试阶段","正常","0","2","6","通过","蜜汁","2025-09-09","蜜汁","2025-09-09","1","",""
"160433","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 原子指标触发联动更新 验证编辑原子指标-为空默认值保存并发布触发联动更新功能","1、创建即席查询模型：model_01，主表：$catalog.$schema.$order_table，维度列：订单/用户ID，订单/消费城市，订单/消费日期，度量列：amount
2、用model_01创建原子指标：yz_01，计算逻辑：avg(amount)，选中四舍五入，精度2，为空默认值：111
3、用yz_01 创建即席查询派生指标：jx_ps_01（已发布状态），维度列：订单/用户ID，订单/消费城市，时间维度：订单/消费日期
4、用yz_01 创建即席查询派生指标：jx_ps_02（已下线状态），维度列：订单/用户ID，订单/消费城市，时间维度：订单/消费日期
5、用jx_ps_01创建下游即席查询复合指标（已发布）：jx_fuhe_01，维度列：订单/用户ID，订单/消费城市
7、开启指标审批流程，账号A发布指标要走审批流程","1. 账号A登录指标平台，编辑yz_01指标，修改为空默认值：333，其他信息不变化，点击保存并发布
2. 点击：发布并更新下游指标 按钮
3. yz_01指标发布审批通过后，指标定义列表页面查看yz_01详情-变更记录
4. 指标定义列表页面，查看yz_01指标最新发布版本的「系统说明」
5. 查看更新进度
6. 指标定义列表页面，查看jx_ps_01、jx_ps_02、jx_fuhe_01详情","1. 联动更新弹窗提示：本次更新，下游指标的引用将受影响，发布当前内容会同步更新受影响的下游指标，
下游包含如下受影响的指标：jx_ps_01，jx_ps_02，jx_fuhe_01
2. 关闭弹窗，跳转到指标定义列表页面，yz_01 操作状态展示：发布审批中
3. 最新发布版本记录中的「系统说明」字段中展示更新进度：下游受影响指标更新中（文案支持点击，点击打开更新进展弹窗）
更新进度：jx_ps_01：等待更新/发布中/已发布；jx_ps_02：等待更新/更新中/已更新；jx_fuhe_01：等待更新/发布中/已发布
4. 文案：下游受影响指标更新中（文案支持点击，点击打开更新进展弹窗）
5. $jx_ps_01$：已发布、$jx_ps_02$：已更新、$jx_fuhe_01$：已发布。
yz_01指标的最新发布版本记录中的「系统说明」字段中变更文案：下游受影响指标已更新完成。涉及如下指标：$jx_ps_01$、$jx_ps_02$、$jx_fuhe_01$。
6. 基本属性-技术信息-SQL 语句精度展示正确（333），版本变更记录：jx_ps_01发布新版本，新版本SQL语句正确，发布说明：引用的上游指标$yz_01$的技术信息更新，系统自动发布；jx_fuhe_01发布新版本，新版本SQL语句正确，发布说明：引用的上游指标$yz_01$的技术信息更新，系统自动发布；jx_ps_02不发布新版本，当前版本对比中，当前版本SQL语句精度展示正确（333）","1. 
2. 
3. 
4. 
5. 
6.","","2","功能测试","功能测试阶段","正常","0","1","6","通过","蜜汁","2025-09-09","蜜汁","2025-09-09","1","",""
"160432","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 原子指标触发联动更新 验证编辑原子指标-聚合函数 保存并发布 不 触发联动更新功能","1、创建即席查询模型：model_01，主表：$catalog.$schema.$order_table，维度列：订单/用户ID，订单/消费城市，订单/消费日期，度量列：amount
2、创建即席查询模型：model_02，主表：$catalog.$schema.$user_table，维度列：用户/用户ID，用户/消费城市，用户/消费日期，度量列：amount
3、用model_01创建原子指标：yz_01，计算逻辑：avg(amount)，聚合函数：空，选中四舍五入，精度2，为空默认值：111
4、用yz_01 创建即席查询派生指标：jx_ps_01（已发布状态），维度列：订单/用户ID，订单/消费城市，时间维度：订单/消费日期
5、用yz_01 创建即席查询派生指标：jx_ps_02（已下线状态），维度列：订单/用户ID，订单/消费城市，时间维度：订单/消费日期
6、用jx_ps_01创建下游即席查询复合指标（已发布）：jx_fuhe_01，维度列：订单/用户ID，订单/消费城市
7、开启指标审批流程，账号A发布指标要走审批流程","1. 账号A登录指标平台，编辑yz_01指标，修改聚合函数：平均数，其他信息不变化，点击保存并发布","1. 触发联动更新弹窗","1.","","2","功能测试","功能测试阶段","正常","0","2","1","通过","蜜汁","2025-09-09","乐薇","2025-09-24","2","",""
"160431","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 派生指标触发联动更新 验证编辑派生指标-新增派生维度触发联动更新功能","1、存在yz_01，维度列：订单/用户ID，订单/消费城市，订单/消费级别，订单/注册时间，订单/消费日期
2、用yz_01 创建即席查询派生指标：jx_ps_01（已发布状态），维度列：订单/用户ID，订单/消费城市，时间维度：订单/消费日期
3、创建自定义指标：jx_zdy_01，维度列：订单/用户ID，订单/消费城市，订单/消费级别
4、用jx_ps_01 + jx_zdy_01创建下游即席查询复合指标（已发布）：jx_fuhe_01，维度列：订单/用户ID
5、用jx_ps_01创建下游即席查询复合指标（已发布）：jx_fuhe_02，维度列：订单/用户ID，订单/消费城市
6、用jx_fuhe_01 + jx_fuhe_02 创建下游即席查询复合指标（未发布）：jx_fuhe_03，维度列：订单/用户ID
7、开启指标审批流程，账号A发布指标要走审批流程","1. 账号A登录指标平台，编辑jx_ps_01指标，派生维度增加：订单/消费级别，其他信息不变化，点击保存
2. 指标定义列表页面点击发布
3. 取消选中jx_fuhe_02
4. 选中jx_fuhe_03，点击确认
5. 点击发布并更新下游指标
6. jx_ps_01指标发布审批通过后，指标定义列表页面查看jx_ps_01详情-变更记录
7. 查看更新进度
8. 指标定义列表页面，查看$jx_fuhe_01$、$jx_fuhe_02$、$jx_fuhe_03$详情","1. 保存成功
2. 联动更新弹窗提示：本次更新，产生新维度：$订单/消费级别$，请确认下游指标同步新增范围：
jx_ps_01--->jx_fuhe_02（默认选中）
--->jx_fuhe_01（默认选中）--->jx_fuhe_03（默认选中）
3. jx_fuhe_03取消选中
4. 联动更新弹窗提示：本次更新，下游指标的引用将受影响，发布当前内容会同步更新受影响的下游指标
下游包含如下受影响的指标：jx_fuhe_01，jx_fuhe_02，jx_fuhe_03
5. 关闭弹窗，停留在指标定义列表页面，jx_ps_01操作状态：发布审批中
6. 最新发布版本记录中的「系统说明」字段中展示更新进度：下游受影响指标更新中（文案支持点击，点击打开更新进展弹窗）
更新进度：jx_fuhe_01：等待更新/发布中/已发布；jx_fuhe_02：等待更新/发布中/已发布；jx_fuhe_03：等待更新/更新中/已更新
7. $jx_fuhe_01$：已发布、$jx_fuhe_02$：已发布、$jx_fuhe_03$：已更新。
jx_ps_01指标的最新发布版本记录中的「系统说明」字段中变更文案：下游受影响指标已更新完成。涉及如下指标：$jx_fuhe_01$、$jx_fuhe_02$、$jx_fuhe_03$
8. 基本属性-技术信息-维度支持字段增加：订单/消费级别，SQL 语句维度列展示正确（增加订单/消费级别维度列），版本变更记录：jx_fuhe_01发布新版本，新版本SQL语句正确（增加订单/消费级别维度列），发布说明：引用的上游指标$jx_ps_01$的技术信息更新，系统自动发布；jx_fuhe_02发布新版本，新版本SQL语句正确（增加订单/消费级别维度列），发布说明：引用的上游指标$jx_ps_01$的技术信息更新，系统自动发布；jx_fuhe_03不发布新版本，当前版本对比中，当前版本SQL语句展示正确（增加订单/消费级别维度列）","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8.","","1","功能测试","功能测试阶段","正常","0","1","8","通过","蜜汁","2025-09-09","蜜汁","2025-09-09","1","",""
"160430","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 派生指标触发联动更新 验证编辑派生指标-删除下游指标引用的派生维度触发联动更新功能","1、存在yz_01，维度列：订单/用户ID，订单/消费城市，订单/消费级别，订单/注册时间，订单/消费日期
2、用yz_01 创建即席查询派生指标：jx_ps_01（已发布状态），维度列：订单/用户ID，订单/消费城市，时间维度：订单/消费日期
3、创建自定义指标：jx_zdy_01，维度列：订单/用户ID，订单/消费城市，订单/消费级别
4、用jx_ps_01 + jx_zdy_01创建下游即席查询复合指标（已发布）：jx_fuhe_01，维度列：订单/用户ID
5、用jx_ps_01创建下游即席查询复合指标（已发布）：jx_fuhe_02，维度列：订单/用户ID，订单/消费城市
6、用jx_fuhe_01 + jx_fuhe_02 创建下游即席查询复合指标（未发布）：jx_fuhe_03，维度列：订单/用户ID
7、开启指标审批流程，账号A发布指标要走审批流程","1. 账号A登录指标平台，编辑jx_ps_01指标，删除派生维度：订单/用户ID，其他信息不变化，点击保存并发布
2. 点击发布并更新下游指标
3. jx_ps_01指标发布审批通过后，指标定义列表页面查看jx_ps_01详情-变更记录
4. 查看更新进度
5. 指标定义列表页面，查看$jx_fuhe_01$、$jx_fuhe_02$、$jx_fuhe_03$详情","1. 联动更新弹窗提示：本次更新，下游指标的引用将受影响，发布当前内容会同步更新受影响的下游指标
下游包含如下受影响的指标：jx_fuhe_01，jx_fuhe_02，jx_fuhe_03
2. 关闭弹窗，停留在指标定义列表页面，jx_ps_01操作状态：发布审批中
3. 最新发布版本记录中的「系统说明」字段中展示更新进度：下游受影响指标更新中（文案支持点击，点击打开更新进展弹窗）
更新进度：jx_fuhe_01：等待更新/发布中/已发布；jx_fuhe_02：等待更新/发布中/已发布；jx_fuhe_03：等待更新/更新中/已更新
4. $jx_fuhe_01$：已发布、$jx_fuhe_02$：已发布、$jx_fuhe_03$：已更新。
jx_ps_01指标的最新发布版本记录中的「系统说明」字段中变更文案：下游受影响指标已更新完成。涉及如下指标：$jx_fuhe_01$、$jx_fuhe_02$、$jx_fuhe_03$
5. 基本属性-技术信息-维度支持字段删除：订单/用户ID，SQL 语句维度列展示正确（删除 订单/用户ID维度列），版本变更记录：jx_fuhe_01发布新版本，新版本SQL语句正确（删除 订单/用户ID维度列），发布说明：引用的上游指标$jx_ps_01$的技术信息更新，系统自动发布；jx_fuhe_02发布新版本，新版本SQL语句正确（删除 订单/用户ID维度列），发布说明：引用的上游指标$jx_ps_01$的技术信息更新，系统自动发布；jx_fuhe_03不发布新版本，当前版本对比中，当前版本SQL语句展示正确（删除 订单/用户ID维度列）","1. 
2. 
3. 
4. 
5.","","1","功能测试","功能测试阶段","正常","0","1","5","通过","蜜汁","2025-09-09","蜜汁","2025-09-09","1","",""
"160429","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 派生指标触发联动更新 验证编辑派生指标-删除下游指标未引用的派生维度 不 触发联动更新功能","1、存在yz_01，维度列：订单/用户ID，订单/消费城市，订单/消费级别，订单/注册时间，订单/消费日期
2、用yz_01 创建即席查询派生指标：jx_ps_01（已发布状态），维度列：订单/用户ID，订单/消费城市，订单/注册时间，时间维度：订单/消费日期
3、创建自定义指标：jx_zdy_01，维度列：订单/用户ID，订单/消费城市，订单/消费级别
4、用jx_ps_01 + jx_zdy_01创建下游即席查询复合指标（已发布）：jx_fuhe_01，维度列：订单/用户ID
5、用jx_ps_01创建下游即席查询复合指标（已发布）：jx_fuhe_02，维度列：订单/用户ID，订单/消费城市
6、用jx_fuhe_01 + jx_fuhe_02 创建下游即席查询复合指标（未发布）：jx_fuhe_03，维度列：订单/用户ID
7、开启指标审批流程，账号A发布指标要走审批流程","1. 账号A登录指标平台，编辑jx_ps_01指标，删除派生维度：订单/注册时间，其他信息不变化，点击保存并发布
2. jx_ps_01指标发布审批通过后，指标定义列表页面查看jx_ps_01详情-变更记录","1. 不展示联动更新弹窗
2. 最新发布版本记录中的「系统说明」字段内容为空","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","通过","蜜汁","2025-09-09","蜜汁","2025-09-09","1","",""
"160428","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 派生指标触发联动更新 验证编辑派生指标-统计周期触发联动更新功能","1、存在yz_01，维度列：订单/用户ID，订单/消费城市，订单/消费级别，订单/注册时间，订单/消费日期
2、用yz_01 创建即席查询派生指标：jx_ps_01（已发布状态），维度列：订单/用户ID，订单/消费城市，订单/注册时间，时间维度：订单/消费日期
3、创建自定义指标：jx_zdy_01，维度列：订单/用户ID，订单/消费城市，订单/消费级别，统计周期：
4、用jx_ps_01 + jx_zdy_01创建下游即席查询复合指标（已发布）：jx_fuhe_01，维度列：订单/用户ID
5、用jx_ps_01创建下游即席查询复合指标（已发布）：jx_fuhe_02，维度列：订单/用户ID，订单/消费城市
6、用jx_fuhe_01 + jx_fuhe_02 创建下游即席查询复合指标（未发布）：jx_fuhe_03，维度列：订单/用户ID
7、开启指标审批流程，账号A发布指标要走审批流程","1. 账号A登录指标平台，编辑jx_ps_01指标，编辑统计周期：当月，其他信息不变化，点击保存并发布
2. 点击发布并更新下游指标
3. jx_ps_01指标发布审批通过后，指标定义列表页面查看jx_ps_01详情-变更记录
4. 查看更新进度
5. 指标定义列表页面，查看$jx_fuhe_01$、$jx_fuhe_02$、$jx_fuhe_03$详情","1. 联动更新弹窗提示：本次更新，下游指标的引用将受影响，发布当前内容会同步更新受影响的下游指标
下游包含如下受影响的指标：jx_fuhe_01，jx_fuhe_02，jx_fuhe_03
2. 关闭弹窗，停留在指标定义列表页面，jx_ps_01操作状态：发布审批中
3. 最新发布版本记录中的「系统说明」字段中展示更新进度：下游受影响指标更新中（文案支持点击，点击打开更新进展弹窗）
更新进度：jx_fuhe_01：等待更新/发布中/已发布；jx_fuhe_02：等待更新/发布中/已发布；jx_fuhe_03：等待更新/更新中/已更新
4. $jx_fuhe_01$：已发布、$jx_fuhe_02$：已发布、$jx_fuhe_03$：已更新。
jx_ps_01指标的最新发布版本记录中的「系统说明」字段中变更文案：下游受影响指标已更新完成。涉及如下指标：$jx_fuhe_01$、$jx_fuhe_02$、$jx_fuhe_03$
5. 基本属性-技术信息-SQL 语句展示正确（where条件拼接正确），版本变更记录：jx_fuhe_01发布新版本，新版本SQL语句正确（where条件拼接正确），发布说明：引用的上游指标$jx_ps_01$的技术信息更新，系统自动发布；jx_fuhe_02发布新版本，新版本SQL语句正确（where条件拼接正确），发布说明：引用的上游指标$jx_ps_01$的技术信息更新，系统自动发布；jx_fuhe_03不发布新版本，当前版本对比中，当前版本SQL语句展示正确（where条件拼接正确）","1. 
2. 
3. 
4. 
5.","","2","功能测试","功能测试阶段","正常","0","1","5","通过","蜜汁","2025-09-09","蜜汁","2025-09-09","1","",""
