"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"160460","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/AI支持数据汇总展示(#9293)","AI取数支持解析查询粒度(#14638)","验证AI编辑查询粒度","1、存在派生指标：个人存款余额（日粒度，可汇总）、当月个人存款保证金（月粒度，不可汇总）

2、存在自定义指标：个人消费金额（不可汇总）；

3、存在取数模版-客户存款数据，勾选汇总，包含指标：个人存款余额；
存在取数模版-客户流水数据，不勾选汇总，包含指标：个人存款余额、个人消费金额；","1. 智能分析-点击新增对话
2. 输入问题：“查6月个人存款余额”
3. 判断问题是否与指标相关
4. AI分析需要进行自助取数
5. AI工作流进入「分析查询规则」
6. 判断数据呈现形式
7. 自助取数的情况下，判断结果为表格
8. 点击编辑
9. 修改日粒度为日，点击查询
10. 再次修改日粒度为汇总，点击查询","1. 页面展示默认配置，左侧列表展示暂无对话
2. AI工作流进入「分析用户诉求」
3. AI工作流进入「检索指标」
4. 需要进行自助取数，AI工作流进入「分析查询规则」
5. 填充条件：
查询日期：（6.1-6.30）；
查询粒度：日；
查询指标：个人存款余额；
查询维度：默认不填充；
筛选条件：/；
衍生条件：/。
AI工作流进入「判断数据呈现形式」
6. AI工作流进入「查询数据」
7. 问答助手返回自助取数功能点：
查询条件：日期（6.1-6.30），日粒度：汇总，指标（个人存款余额），维度（空），筛选条件，衍生条件：/；
查询结果：结果汇总，自助取数查询成功，返回正确查询结果（最多展示1000条，分页，每页10条）；
功能按钮「下载查询结果」「查看查询sql」；
8. 编辑回显配置条件展示正确，查询条件：日期（6.1-6.30），日粒度汇总，指标（个人存款余额），维度（空），筛选条件；
9. 查询成功；查询结果：结果不汇总，自助取数查询成功，返回正确查询结果（最多展示1000条，分页，每页10条）；
功能按钮「下载查询结果」「查看查询sql」；
10. 查询成功；查询结果：结果不汇总，自助取数查询成功，返回正确查询结果（最多展示1000条，分页，每页10条）；
功能按钮「下载查询结果」「查看查询sql」；","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9. 
10.","","2","功能测试","功能测试阶段","正常","0","0","10","","蜜汁","2025-09-09","蜜汁","2025-09-09","1","",""
"160459","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/AI支持数据汇总展示(#9293)","AI取数支持解析查询粒度(#14638)","验证编辑指标联动AI解析粒度结果","1、存在派生指标：个人存款余额（日粒度，可汇总）、当月个人存款保证金（月粒度，不可汇总）

2、存在自定义指标：个人消费金额（不可汇总）；

3、存在取数模版-客户存款数据，勾选汇总，包含指标：个人存款余额；
存在取数模版-客户流水数据，不勾选汇总，包含指标：个人存款余额、个人消费金额；","1. 智能分析，输入问题：“查询7月个人存款总余额：
2. 指标中心-指标定义，编辑派生指标，修改个人存款余额统计周期为月日度
3. 智能分析，输入问题：“查询7月个人存款总余额：
4. 再次输入问题：“查询客户存款情况如何”","1. AI返回查询粒度：汇总
2. 修改成功
3. AI返回查询粒度：日，指标更新为不汇总
4. AI返回查询粒度：日，模版更新为不汇总，AI返回结果取模版配置","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","0","4","","蜜汁","2025-09-09","蜜汁","2025-09-09","1","",""
"160458","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/AI支持数据汇总展示(#9293)","AI取数支持解析查询粒度(#14638)","验证AI场景","无","1. 查询郴州市中，今年个人存款总金额大于1000的前十个人是谁
2. 查询万子璇7月份每日存款金额是多少
3. 金额最少的是哪天
4. 查询万子璇7月份账户流水情况如何
5. 今年个人支出金额最多的所属机构是哪个","1. AI 预期输出：
指标：个人存款金额
维度：客户名称
时间范围：2025-1-1 → 2025-12-31
查询粒度：汇总
筛选条件：机构名称等于郴州市
结果过滤：个人存款金额大于1000
衍生条件：前10
2. AI 预期输出：
指标：个人存款金额
维度：客户名称
时间范围：2025-7-1 → 2025-7-31
查询粒度：日
筛选条件：客户名称等于万子璇
结果过滤：/
衍生条件：/
3. AI 预期输出：
指标：个人存款金额
维度：/
时间范围：2025-7-1 → 2025-7-31
查询粒度：日
筛选条件：客户名称等于万子璇
结果过滤：/
衍生条件：后1
4. AI 预期输出：
指标：个人存款余额、个人消费金额
维度：客户名称
时间范围：2025-7-1 → 2025-7-31
查询粒度：日
筛选条件：客户名称等于万子璇
结果过滤：/
5. AI 预期输出：
指标：个人消费金额
维度：机构id
时间范围：2025-1-1 → 2025-12-31
查询粒度：日
筛选条件：/
衍生条件：前1","1. 
2. 
3. 
4. 
5.","","1","功能测试","功能测试阶段","正常","0","1","5","通过","蜜汁","2025-09-09","蜜汁","2025-09-16","2","",""
"160457","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 数据模型触发联动更新 验证编辑模型-修改t0表SQL 保存并发布 触发联动更新功能","CREATE TABLE teacher_table1 (
teacher_id BIGINT NOT NULL COMMENT &#039;教师ID&#039;,
name STRING NOT NULL COMMENT &#039;教师姓名&#039;,
gender STRING COMMENT &#039;性别&#039;,
age INT COMMENT &#039;年龄&#039;,
amount Double comment &#039;收入&#039;,
department_id BIGINT NOT NULL COMMENT &#039;学院ID&#039;,
department_name STRING NOT NULL COMMENT &#039;学院名称&#039;,
title STRING COMMENT &#039;职称，如讲师、副教授、教授&#039;,
hire_date DATE COMMENT &#039;入职日期&#039;,
education_level STRING COMMENT &#039;学历，如博士、硕士&#039;,
is_tenured BOOLEAN COMMENT &#039;是否为终身教职&#039;,
update_time date COMMENT &#039;最后更新时间&#039; ) DUPLICATE KEY(teacher_id) DISTRIBUTED BY HASH(teacher_id) BUCKETS 1 PROPERTIES ( “replication_num“ = “1“ );
1、创建model_01，主表来源选择：逻辑表，
逻辑SQL：select teacher_id, name,gender,age,amount,update_time from $catalog.$schema.teacher_table1 where age &gt; 20
选择维度：teacher_id，name，gender，update_time
度量列：age,amount
存储为逻辑关系
2、用model_01创建原子指标：yz_01（已发布），计算逻辑：avg(amount)；
3、yz_01创建即席查询派生指标：jx_ps_01（已发布），维度列：teacher_id，name，gender，update_time，时间维度：update_time
4、jx_ps_01创建即席查询复合指标：jx_fuhe_01（未发布），维度列：teacher_id，name，gender","1. 编辑模型：model_01，修改逻辑SQL：select teacher_id, name,gender,age,amount,update_time from $catalog.$schema.teacher_table1 where age between 20 and 200，其他信息不变化，保存并发布
2. 点击发布并更新下游指标
3. yz_01，jx_ps_01，jx_fuhe_01更新成功
4. 点击确定
5. 指标定义列表页面查看yz_01详情
6. 指标定义列表页面查看jx_ps_01详情
7. 指标定义列表页面查看jx_fuhe_01详情","1. 联动更新弹窗提示：本次更新，下游指标的引用将受影响，发布当前内容会同步更新受影响的下游指标
下游包含如下受影响的指标：yz_01，jx_ps_01，jx_fuhe_01
2. 先更新模型内容，更新过程中「发布并更新下游指标」按钮文案变更为「更新中」，「取消」按钮不可点击
3. 弹窗展示当前模型及其下游指标更新进度。
model_01：已发布，yz_01：已发布，jx_ps_01：已发布，jx_fuhe_01：已更新
4. 关闭弹窗
5. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
6. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
7. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面 不 发布新版本，与当前版本对比中当前版本的SQL信息正确（引用编辑后的模型SQL）","1. 
2. 
3. 
4. 
5. 
6. 
7.","","1","功能测试","功能测试阶段","正常","0","2","7","通过","蜜汁","2025-09-09","椰汁","2025-09-23","1","",""
"160456","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 数据模型触发联动更新 验证编辑模型-修改主表来源（逻辑表->物理表） 保存并发布 触发联动更新功能","CREATE TABLE teacher_table1 (
teacher_id BIGINT NOT NULL COMMENT &#039;教师ID&#039;,
name STRING NOT NULL COMMENT &#039;教师姓名&#039;,
gender STRING COMMENT &#039;性别&#039;,
age INT COMMENT &#039;年龄&#039;,
amount Double comment &#039;收入&#039;,
department_id BIGINT NOT NULL COMMENT &#039;学院ID&#039;,
department_name STRING NOT NULL COMMENT &#039;学院名称&#039;,
title STRING COMMENT &#039;职称，如讲师、副教授、教授&#039;,
hire_date DATE COMMENT &#039;入职日期&#039;,
education_level STRING COMMENT &#039;学历，如博士、硕士&#039;,
is_tenured BOOLEAN COMMENT &#039;是否为终身教职&#039;,
update_time date COMMENT &#039;最后更新时间&#039; ) DUPLICATE KEY(teacher_id) DISTRIBUTED BY HASH(teacher_id) BUCKETS 1 PROPERTIES ( “replication_num“ = “1“ );
1、创建model_01，主表来源选择：逻辑表，
逻辑SQL：select teacher_id, name,gender,age,amount,update_time from $catalog.$schema.teacher_table1 where age &gt; 20
选择维度：teacher_id，name，gender，update_time
度量列：age,amount
存储为逻辑关系
2、用model_01创建原子指标：yz_01（已发布），计算逻辑：avg(amount)；
3、yz_01创建即席查询派生指标：jx_ps_01（已发布），维度列：teacher_id，name，gender，update_time，时间维度：update_time
4、jx_ps_01创建即席查询复合指标：jx_fuhe_01（未发布），维度列：teacher_id，name，gender","1. 编辑模型：model_01，修改主表来源：物理表，选择catalog、schema、teacher_table1，其他信息不变化，保存并发布
2. 点击发布并更新下游指标
3. yz_01，jx_ps_01，jx_fuhe_01更新成功
4. 点击确定
5. 指标定义列表页面查看yz_01详情
6. 指标定义列表页面查看jx_ps_01详情
7. 指标定义列表页面查看jx_fuhe_01详情","1. 联动更新弹窗提示：本次更新，下游指标的引用将受影响，发布当前内容会同步更新受影响的下游指标
下游包含如下受影响的指标：yz_01，jx_ps_01，jx_fuhe_01
2. 先更新模型内容，更新过程中「发布并更新下游指标」按钮文案变更为「更新中」，「取消」按钮不可点击
3. 弹窗展示当前模型及其下游指标更新进度。
yz_01：已发布，jx_ps_01：已发布，jx_fuhe_01：已更新
4. 关闭弹窗
5. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
6. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
7. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面 不 发布新版本，与当前版本对比中当前版本的SQL信息正确（引用编辑后的模型SQL）","1. 
2. 
3. 
4. 
5. 
6. 
7.","","2","功能测试","功能测试阶段","正常","0","1","7","通过","蜜汁","2025-09-09","椰汁","2025-09-22","1","",""
"160455","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 数据模型触发联动更新 验证编辑模型-修改主表来源（物理表->逻辑表） 保存并发布 触发联动更新功能","CREATE TABLE teacher_table1 (
teacher_id BIGINT NOT NULL COMMENT &#039;教师ID&#039;,
name STRING NOT NULL COMMENT &#039;教师姓名&#039;,
gender STRING COMMENT &#039;性别&#039;,
age INT COMMENT &#039;年龄&#039;,
amount Double comment &#039;收入&#039;,
department_id BIGINT NOT NULL COMMENT &#039;学院ID&#039;,
department_name STRING NOT NULL COMMENT &#039;学院名称&#039;,
title STRING COMMENT &#039;职称，如讲师、副教授、教授&#039;,
hire_date DATE COMMENT &#039;入职日期&#039;,
education_level STRING COMMENT &#039;学历，如博士、硕士&#039;,
is_tenured BOOLEAN COMMENT &#039;是否为终身教职&#039;,
update_time date COMMENT &#039;最后更新时间&#039; ) DUPLICATE KEY(teacher_id) DISTRIBUTED BY HASH(teacher_id) BUCKETS 1 PROPERTIES ( “replication_num“ = “1“ );
1、创建model_01，主表来源选择：物理表，
catalog：default_catalog，schema：$schema，table：teacher_table1，
维度列：teacher_id，name，gender，department_id，update_time
度量列：age,amount
存储为逻辑关系

2、用model_01创建原子指标：yz_01（已发布），计算逻辑：avg(amount)；

3、yz_01创建即席查询派生指标：jx_ps_01（已发布），维度列：teacher_id，name，gender，update_time，时间维度：update_time

4、jx_ps_01创建即席查询复合指标：jx_fuhe_01（未发布），维度列：teacher_id，name，gender","1. 编辑模型：model_01，修改主表来源：逻辑表，逻辑SQL：select teacher_id, name,gender,age,amount,update_time from $catalog.$schema.teacher_table1 where age between 20 and 200，其他信息不变化，保存并发布
2. 点击发布并更新下游指标
3. yz_01，jx_ps_01，jx_fuhe_01更新成功
4. 点击确定
5. 指标定义列表页面查看yz_01详情
6. 指标定义列表页面查看jx_ps_01详情
7. 指标定义列表页面查看jx_fuhe_01详情","1. 联动更新弹窗提示：本次更新，下游指标的引用将受影响，发布当前内容会同步更新受影响的下游指标
下游包含如下受影响的指标：yz_01，jx_ps_01，jx_fuhe_01
2. 先更新模型内容，更新过程中「发布并更新下游指标」按钮文案变更为「更新中」，「取消」按钮不可点击
3. 弹窗展示当前模型及其下游指标更新进度。
yz_01：已发布，jx_ps_01：已发布，jx_fuhe_01：已更新
4. 关闭弹窗
5. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
6. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
7. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面 不 发布新版本，与当前版本对比中当前版本的SQL信息正确（引用编辑后的模型SQL）","1. 
2. 
3. 
4. 
5. 
6. 
7.","","1","功能测试","功能测试阶段","正常","0","2","7","通过","蜜汁","2025-09-09","蜜汁","2025-09-09","1","",""
"160454","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 数据模型触发联动更新 验证编辑模型-增加关联表-不增加维度列 保存并发布 触发联动更新功能","1、创建model_01，主表来源选择：物理表，
catalog：default_catalog，schema：$schema，table：teacher_table1，
维度列：teacher_id，name，gender，department_id，update_time
度量列：age,amount
存储为逻辑关系
2、用model_01创建原子指标：yz_01（已发布），计算逻辑：avg(amount)；
3、yz_01创建即席查询派生指标：jx_ps_01（已发布），维度列：teacher_id，name，gender，update_time，时间维度：update_time
4、jx_ps_01创建即席查询复合指标：jx_fuhe_01（未发布），维度列：teacher_id，name，gender","1. 编辑模型：model_01，添加关联表，其他信息不变化，保存并发布
2. 点击发布并更新下游指标
3. yz_01，jx_ps_01，jx_fuhe_01更新成功
4. 点击确定
5. 指标定义列表页面查看yz_01详情
6. 指标定义列表页面查看jx_ps_01详情
7. 指标定义列表页面查看jx_fuhe_01详情","1. 联动更新弹窗提示：本次更新，下游指标的引用将受影响，发布当前内容会同步更新受影响的下游指标
下游包含如下受影响的指标：yz_01，jx_ps_01，jx_fuhe_01
2. 先更新模型内容，更新过程中「发布并更新下游指标」按钮文案变更为「更新中」，「取消」按钮不可点击
3. 弹窗展示当前模型及其下游指标更新进度。
yz_01：已发布，jx_ps_01：已发布，jx_fuhe_01：已更新
4. 关闭弹窗
5. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
6. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
7. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面 不 发布新版本，与当前版本对比中当前版本的SQL信息正确（引用编辑后的模型SQL）","1. 
2. 
3. 
4. 
5. 
6. 
7.","","2","功能测试","功能测试阶段","正常","0","3","7","通过","蜜汁","2025-09-09","椰汁","2025-09-23","1","",""
"160453","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 数据模型触发联动更新 验证编辑模型-删除关联表-不删除维度列 保存并发布 触发联动更新功能","1、创建model_01，主表来源选择：物理表，
catalog：default_catalog，schema：$schema，table：teacher_table1，关联表：catalog：default_catalog，schema：$schema，table：teacher_table2
维度列：teacher_table1-teacher_id，teacher_table1-name，teacher_table1-gender，teacher_table1-department_id，teacher_table1-update_time
度量列：age,amount
存储为逻辑关系

2、用model_01创建原子指标：yz_01（已发布），计算逻辑：avg(amount)；

3、yz_01创建即席查询派生指标：jx_ps_01（已发布），维度列：teacher_id，name，gender，update_time，时间维度：update_time

4、jx_ps_01创建即席查询复合指标：jx_fuhe_01（未发布），维度列：teacher_id，name，gender","1. 编辑模型：model_01，删除关联表，其他信息不变化，保存并发布
2. 点击发布并更新下游指标
3. yz_01，jx_ps_01，jx_fuhe_01更新成功
4. 点击确定
5. 指标定义列表页面查看yz_01详情
6. 指标定义列表页面查看jx_ps_01详情
7. 指标定义列表页面查看jx_fuhe_01详情","1. 联动更新弹窗提示：本次更新，下游指标的引用将受影响，发布当前内容会同步更新受影响的下游指标
下游包含如下受影响的指标：yz_01，jx_ps_01，jx_fuhe_01
2. 先更新模型内容，更新过程中「发布并更新下游指标」按钮文案变更为「更新中」，「取消」按钮不可点击
3. 弹窗展示当前模型及其下游指标更新进度。
model_01：已发布，yz_01：已发布，jx_ps_01：已发布，jx_fuhe_01：已更新
4. 关闭弹窗
5. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
6. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
7. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面 不 发布新版本，与当前版本对比中当前版本的SQL信息正确（引用编辑后的模型SQL）","1. 
2. 
3. 
4. 
5. 
6. 
7.","","2","功能测试","功能测试阶段","正常","0","1","7","通过","蜜汁","2025-09-09","蜜汁","2025-09-09","1","",""
"160452","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 数据模型触发联动更新 验证编辑模型-增加维度列 保存并发布 触发联动更新功能","1、创建model_01，主表来源选择：逻辑表，
逻辑SQL：select teacher_id, name,gender,age,amount,department_id,update_time from $catalog.$schema.teacher_table1 where age > 20
选择维度：teacher_id，name，gender，update_time
度量列：age,amount
存储为逻辑关系

2、用model_01创建原子指标：
yz_01（已发布），计算逻辑：avg(amount)；
yz_02（已发布），计算逻辑：sum(amount)；


3、yz_01创建即席查询派生指标：jx_ps_01（已发布），维度列：teacher_id，name，gender，update_time，时间维度：update_time

4、yz_02创建即席查询派生指标：jx_ps_02（已发布），维度列：teacher_id，name，gender，update_time，时间维度：update_time

5、jx_ps_01创建即席查询复合指标：jx_fuhe_01（已发布），维度列：teacher_id，name，gender

6、jx_ps_01+ jx_ps_02+jx_fuhe_01创建即席查询复合指标：jx_fuhe_02（未发布），维度列：teacher_id，name，gender","1. 编辑模型：model_01，增加维度列：department_id（关联维度对象：教师，关联维度属性：学院ID），其他信息不变化，保存并发布
2. 点击确认
3. 点击发布并更新下游指标
4. 点击确定
5. 指标市场页面查看yz_01详情
6. 指标市场页面查看yz_02详情
7. 指标定义列表页面查看jx_ps_01详情
8. 指标定义列表页面查看jx_ps_01详情
9. 指标定义列表页面查看jx_fuhe_01详情
10. 指标定义列表页面查看jx_fuhe_02详情","1. 本次更新，产生新维度：$教师/学院ID$、请确认下游指标同步新增范围：
model_01---->yz_01(必选，默认勾选，不可取消)--->jx_ps_01(默认勾选，支持取消)--->jx_fuhe_01(默认勾选，支持取消)--->jx_fuhe_02(默认勾选，支持取消)
---->yz_02(必选，默认勾选，不可取消)--->jx_ps_01(默认勾选，支持取消)
2. 联动更新弹窗提示：本次更新，下游指标的引用将受影响，发布当前内容会同步更新受影响的下游指标
下游包含如下受影响的指标：
yz_01，yz_02，jx_ps_01，jx_ps_02，jx_fuhe_01，jx_fuhe_02
3. 模型及其下游指标展示更新进度：
model_01：已发布
yz_01：已发布
yz_02：已发布
jx_ps_01：已发布
jx_ps_02：已发布
jx_fuhe_01：已发布
jx_fuhe_02：已更新
4. 关闭弹窗
5. 维度支持字段增加：教师/学院ID，SQL逻辑拼接正确，版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
6. 维度支持字段增加：教师/学院ID，SQL逻辑拼接正确，版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
7. 基本属性-技术信息-维度支持字段增加：教师/学院ID，SQL逻辑拼接正确，版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
进入自助取数-数据查询页面，数据查询正确
8. 基本属性-技术信息-维度支持字段增加：教师/学院ID，SQL逻辑拼接正确，版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
进入自助取数-数据查询页面，数据查询正确
9. 基本属性-技术信息-维度支持字段增加：教师/学院ID，SQL逻辑拼接正确，版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
进入自助取数-数据查询页面，数据查询正确
10. 基本属性-技术信息-维度支持字段增加：教师/学院ID，SQL逻辑拼接正确，版本变更页面 不 发布新版本，与当前版本对比中当前版本的SQL信息正确（增加教师/学院ID维度列）
进入自助取数-数据查询页面，不展示教师/学院ID维度列，数据查询正确","1. 
2. 
3. 展示：发布成功
4. 
5. 
6. 
7. 
8. 
9. 
10.","","1","功能测试","功能测试阶段","正常","1","3","10","失败","蜜汁","2025-09-09","蜜汁","2025-09-09","1","",""
"160451","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 数据模型触发联动更新 验证编辑模型-修改主表 catalog/schema/table/更新方式/分区字段/字段类型 保存并发布 触发联动更新功能","CREATE TABLE teacher_table1 (
teacher_id BIGINT NOT NULL COMMENT &#039;教师ID&#039;,
name STRING NOT NULL COMMENT &#039;教师姓名&#039;,
gender STRING COMMENT &#039;性别&#039;,
age INT COMMENT &#039;年龄&#039;,
department_id BIGINT NOT NULL COMMENT &#039;学院ID&#039;,
department_name STRING NOT NULL COMMENT &#039;学院名称&#039;,
title STRING COMMENT &#039;职称，如讲师、副教授、教授&#039;,
hire_date DATE COMMENT &#039;入职日期&#039;,
education_level STRING COMMENT &#039;学历，如博士、硕士&#039;,
is_tenured BOOLEAN COMMENT &#039;是否为终身教职&#039;,
update_time date COMMENT &#039;最后更新时间&#039; ) DUPLICATE KEY(teacher_id) DISTRIBUTED BY HASH(teacher_id) BUCKETS 1 PROPERTIES ( “replication_num“ = “1“ );
1、创建model_01，主表来源选择：物理表，
catalog：default_catalog，schema：$schema，table：teacher_table1，
维度列：teacher_id，name，gender，department_id，update_time
度量列：age,amount
存储为逻辑关系

2、用model_01创建原子指标：yz_01（已发布），计算逻辑：avg(amount)；

3、yz_01创建即席查询派生指标：jx_ps_01（已发布），维度列：teacher_id，name，gender，update_time，时间维度：update_time

4、jx_ps_01创建即席查询复合指标：jx_fuhe_01（未发布），维度列：teacher_id，name，gender","1. 编辑模型：model_01，修改主表 catalog/schema/table/更新方式/分区字段/字段类型，其他信息不变化，保存并发布
2. 点击发布并更新下游指标
3. yz_01，jx_ps_01，jx_fuhe_01更新成功
4. 点击确定
5. 指标定义列表页面查看yz_01详情
6. 指标定义列表页面查看jx_ps_01详情
7. 指标定义列表页面查看jx_fuhe_01详情","1. 联动更新弹窗提示：本次更新，下游指标的引用将受影响，发布当前内容会同步更新受影响的下游指标
下游包含如下受影响的指标：yz_01，jx_ps_01，jx_fuhe_01
2. 先更新模型内容，更新过程中「发布并更新下游指标」按钮文案变更为「更新中」，「取消」按钮不可点击
3. 弹窗展示当前模型及其下游指标更新进度。
model_01：已发布，yz_01：已发布，jx_ps_01：已发布，jx_fuhe_01：已更新
4. 关闭弹窗
5. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
6. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
7. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面 不 发布新版本，与当前版本对比中当前版本的SQL信息正确（引用编辑后的模型SQL）","1. 
2. 
3. 
4. 
5. 
6. 
7.","","2","功能测试","功能测试阶段","正常","0","0","7","","蜜汁","2025-09-09","蜜汁","2025-09-09","1","",""
"160450","指标开发_STD(#53)","/迭代版本测试用例/V6.4.0/联动更新(#9295)","【指标定义】下游联动更新(#13357)","即席查询 数据模型触发联动更新 验证编辑模型-修改关联表 左表/关联关系/catalog/schema/关联表/更新方式/分区字段/日期格式/关联键-但不调整维度列 保存并发布 触发联动更新功能","1、创建model_01，主表来源选择：物理表，
catalog：default_catalog，schema：$schema，table：teacher_table1，关联表：catalog：default_catalog，schema：$schema，table：teacher_table2
维度列：teacher_table1-teacher_id，teacher_table1-name，teacher_table1-gender，teacher_table1-department_id，teacher_table1-update_time
度量列：age,amount
存储为逻辑关系

2、用model_01创建原子指标：yz_01（已发布），计算逻辑：avg(amount)；

3、yz_01创建即席查询派生指标：jx_ps_01（已发布），维度列：teacher_id，name，gender，update_time，时间维度：update_time

4、jx_ps_01创建即席查询复合指标：jx_fuhe_01（未发布），维度列：teacher_id，name，gender","1. 编辑模型：model_01，修改关联表 左表/关联关系/catalog/schema/关联表/更新方式/分区字段/日期格式/关联键，其他信息不变化，保存并发布
2. 点击发布并更新下游指标
3. yz_01，jx_ps_01，jx_fuhe_01更新成功
4. 点击确定
5. 指标定义列表页面查看yz_01详情
6. 指标定义列表页面查看jx_ps_01详情
7. 指标定义列表页面查看jx_fuhe_01详情","1. 联动更新弹窗提示：本次更新，下游指标的引用将受影响，发布当前内容会同步更新受影响的下游指标
下游包含如下受影响的指标：yz_01，jx_ps_01，jx_fuhe_01
2. 先更新模型内容，更新过程中「发布并更新下游指标」按钮文案变更为「更新中」，「取消」按钮不可点击
3. 弹窗展示当前模型及其下游指标更新进度。
model_01：已发布，yz_01：已发布，jx_ps_01：已发布，jx_fuhe_01：已更新
4. 关闭弹窗
5. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
6. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面发布新版本，发布说明：引用的数据模型$model_01$的技术信息更新，系统自动发布，系统说明：展示为空
7. 基本属性-技术信息-SQL信息正确（引用编辑后的模型SQL），版本变更页面 不 发布新版本，与当前版本对比中当前版本的SQL信息正确（引用编辑后的模型SQL）","1. 
2. 
3. 
4. 
5. 
6. 
7.","","2","功能测试","功能测试阶段","正常","0","1","7","通过","蜜汁","2025-09-09","蜜汁","2025-09-09","1","",""
